No,Judul Berita,Tautan,Kategori
141,"MotoGP Virtual Race 2: Petrucci Niat Banget Juara, Ini Buktinya",https://sport.detik.com/moto-gp/d-4973396/motogp-virtual-race-2-petrucci-niat-banget-juara-ini-buktinya,sport
142,Video Los Blancos Juara Piala Super Spanyol via Adu Penalti,https://sport.detik.com/detiktv/d-4856525/video-los-blancos-juara-piala-super-spanyol-via-adu-penalti,sport
143,Marc Marquez Prediksi MotoGP Indonesia Bakal Seru,https://sport.detik.com/moto-gp/d-4886968/marc-marquez-prediksi-motogp-indonesia-bakal-seru,sport
144,"Usai Kalahkan Cerrone, McGregor Diajak Rematch oleh Mayweather",https://sport.detik.com/sport-lain/d-4866000/usai-kalahkan-cerrone-mcgregor-diajak-rematch-oleh-mayweather,sport
145,Negosiasi Valentino Rossi-Petronas Yamaha Mentok karena Alasan Ini,https://sport.detik.com/moto-gp/d-5027872/negosiasi-valentino-rossi-petronas-yamaha-mentok-karena-alasan-ini,sport
146,David Beckham Pernah Mau Bertarung dengan Conor McGregor,https://sport.detik.com/sport-lain/d-5049987/david-beckham-pernah-mau-bertarung-dengan-conor-mcgregor,sport
147,"Pemasukan Menurun, Bima Perkasa Tiadakan THR Tahun Ini",https://sport.detik.com/basket/d-4984337/pemasukan-menurun-bima-perkasa-tiadakan-thr-tahun-ini,sport
148,Zlatan Ibrahimovic: Pemain Tua yang Bertenaga,https://sport.detik.com/detiktv/d-4859075/zlatan-ibrahimovic-pemain-tua-yang-bertenaga,sport
149,"Pandemi Virus Corona, Penyambutan Juara All England 2020 Ditiadakan",https://sport.detik.com/raket/d-4941842/pandemi-virus-corona-penyambutan-juara-all-england-2020-ditiadakan,sport
150,Quartararo: Saya Tidak Mengambil Posisi Rossi,https://sport.detik.com/moto-gp/d-4889101/quartararo-saya-tidak-mengambil-posisi-rossi,sport
151,"Tak Terbendung, Atalanta Eliminasi Valencia",https://sport.detik.com/detiktv/d-4934023/tak-terbendung-atalanta-eliminasi-valencia,sport
152,"Dituding Pensiun Agar Terbebas dari Honda, Begini Balasan Lorenzo",https://sport.detik.com/moto-gp/d-4959077/dituding-pensiun-agar-terbebas-dari-honda-begini-balasan-lorenzo,sport
153,Hore! MotoGP Indonesia Dapat Kontrak Selama 10 Tahun,https://sport.detik.com/moto-gp/d-4974245/hore-motogp-indonesia-dapat-kontrak-selama-10-tahun,sport
154,Petenis Muda Indonesia Ini Masuk Nominasi Penghargaan Bergengsi,https://sport.detik.com/raket/d-4998212/petenis-muda-indonesia-ini-masuk-nominasi-penghargaan-bergengsi,sport
155,"Imbas Virus Corona, Zohri Terancam Tanpa Uji Coba ke Olimpiade 2020",https://sport.detik.com/sport-lain/d-4878489/imbas-virus-corona-zohri-terancam-tanpa-uji-coba-ke-olimpiade-2020,sport
156,Perenang Legendaris Lukman Niode Meninggal Dunia,https://sport.detik.com/sport-lain/d-4980827/perenang-legendaris-lukman-niode-meninggal-dunia,sport
157,Tim Putri Indonesia Gulung Filipina 5-0 di Kejuaraan Bulutangkis Beregu Asia,https://sport.detik.com/raket/d-4896070/tim-putri-indonesia-gulung-filipina-5-0-di-kejuaraan-bulutangkis-beregu-asia,sport
158,"Lockdown Diperpanjang, F1 Prancis Ditunda?",https://sport.detik.com/f1/d-4975959/lockdown-diperpanjang-f1-prancis-ditunda,sport
159,"MotoGP Qatar Batal, Vinales Tak Merasa Dirugikan",https://sport.detik.com/moto-gp/d-4926202/motogp-qatar-batal-vinales-tak-merasa-dirugikan,sport
160,"Gulung Ganda Terbaik Taiwan, Hendra/Ahsan ke Semifinal",https://sport.detik.com/fotosport/d-4863650/gulung-ganda-terbaik-taiwan-hendraahsan-ke-semifinal,sport
161,Mourinho: RB Leipzig Kuat Banget,https://sport.detik.com/detiktv/d-4934198/mourinho-rb-leipzig-kuat-banget,sport
162,"Video Ketangguhan Penyerang Anyar MU, Odion Ighalo",https://sport.detik.com/detiktv/d-4881899/video-ketangguhan-penyerang-anyar-mu-odion-ighalo,sport
163,"Menpora Jamin Peraih Emas dari Nomor Ekshibisi SEA Games Dapat Bonus, tapi ...",https://sport.detik.com/sport-lain/d-4852060/menpora-jamin-peraih-emas-dari-nomor-ekshibisi-sea-games-dapat-bonus-tapi-,sport
164,Vinales: Comeback Jorge Lorenzo Penting buat Yamaha,https://sport.detik.com/moto-gp/d-4945673/vinales-comeback-jorge-lorenzo-penting-buat-yamaha,sport
165,"Presiden UFC: Kalau Conor McGregor Mau Pensiun, Ya Pensiun Saja",https://sport.detik.com/sport-lain/d-5044601/presiden-ufc-kalau-conor-mcgregor-mau-pensiun-ya-pensiun-saja,sport
166,Hasil Rapid Test: Semua Atlet Cipayung Negatif Covid-19,https://sport.detik.com/raket/d-4960055/hasil-rapid-test-semua-atlet-cipayung-negatif-covid-19,sport
167,"Virus Corona Masih Mengancam, Balapan F1 di China Batal?",https://sport.detik.com/f1/d-4895690/virus-corona-masih-mengancam-balapan-f1-di-china-batal,sport
168,Formula 1 2020 Kemungkinan Digelar Tanpa Penonton,https://sport.detik.com/detiktv/d-4971738/formula-1-2020-kemungkinan-digelar-tanpa-penonton,sport
169,"Alex Akan Didepak, Marc Marquez Pertimbangkan Tinggalkan Honda?",https://sport.detik.com/moto-gp/d-5046348/alex-akan-didepak-marc-marquez-pertimbangkan-tinggalkan-honda,sport
170,"Akan Jadi Wild Card di Catalunya, Lorenzo Diperingatkan",https://sport.detik.com/moto-gp/d-4966749/akan-jadi-wild-card-di-catalunya-lorenzo-diperingatkan,sport
171,"Hasil Tes MotoGP Qatar Oke, Vinales Tak Sabar Balapan",https://sport.detik.com/moto-gp/d-4914711/hasil-tes-motogp-qatar-oke-vinales-tak-sabar-balapan,sport
172,"Setelah 3 Tahun, Indonesia Lepas Gelar Ganda Putra All England",https://sport.detik.com/raket/d-4940601/setelah-3-tahun-indonesia-lepas-gelar-ganda-putra-all-england,sport
173,Kobe Bryant dan Deretan Atlet Lainnya yang Tewas di Udara,https://sport.detik.com/sport-lain/d-4875687/kobe-bryant-dan-deretan-atlet-lainnya-yang-tewas-di-udara,sport
174,Yamaha Harap Valentino Rossi Masih Lanjut Balapan Musim Depan,https://sport.detik.com/moto-gp/d-4994560/yamaha-harap-valentino-rossi-masih-lanjut-balapan-musim-depan,sport
175,"GP Virtual Inggris: Debut Mengesankan Lorenzo, Langsung Juara",https://sport.detik.com/detiktv/d-5035934/gp-virtual-inggris-debut-mengesankan-lorenzo-langsung-juara,sport
176,Ini Kebanggaan Lorenzo usai Pamit dari MotoGP,https://sport.detik.com/detiktv/d-4979049/ini-kebanggaan-lorenzo-usai-pamit-dari-motogp,sport
177,"Menyambut New Normal, IBL Sudah Bisa Digelar?",https://sport.detik.com/basket/d-5030759/menyambut-new-normal-ibl-sudah-bisa-digelar,sport
178,Kejuaraan Bulutangkis Beregu Asia: Link Live Streaming Indonesia Vs Jepang,https://sport.detik.com/raket/d-4898547/kejuaraan-bulutangkis-beregu-asia-link-live-streaming-indonesia-vs-jepang,sport
179,"Gol-gol Keren Joshua King, Penyerang Buruan MU",https://sport.detik.com/detiktv/d-4880825/gol-gol-keren-joshua-king-penyerang-buruan-mu,sport
180,Video Cerita Mencekam Saksi Mata soal Kecelakaan Heli Kobe Bryant,https://sport.detik.com/detiktv/d-4874687/video-cerita-mencekam-saksi-mata-soal-kecelakaan-heli-kobe-bryant,sport
181,CdM Jamin Anggaran Pelatnas Olimpiade 2020 Cair Tepat Waktu,https://sport.detik.com/sport-lain/d-4854509/cdm-jamin-anggaran-pelatnas-olimpiade-2020-cair-tepat-waktu,sport
182,"Hasil All England 2020: Jepang Raih 2 Titel, China Nirgelar",https://sport.detik.com/raket/d-4940379/hasil-all-england-2020-jepang-raih-2-titel-china-nirgelar,sport
183,BWF: Poin Olimpiade Mulai Dihitung 2021,https://sport.detik.com/raket/d-5032197/bwf-poin-olimpiade-mulai-dihitung-2021,sport
184,"Giliran Holyfield Mau Comeback, Kembali Tantang Tyson?",https://sport.detik.com/detiktv/d-5005639/giliran-holyfield-mau-comeback-kembali-tantang-tyson,sport
185,"Kejuaraan Asia Atletik di Hangzhou Batal, Bagaimana Kejuaraan Dunia di Nanjing?",https://sport.detik.com/sport-lain/d-4878313/kejuaraan-asia-atletik-di-hangzhou-batal-bagaimana-kejuaraan-dunia-di-nanjing,sport
186,"'Bila Mbappe ke Liverpool, Klopp Pasti Pusing'",https://sport.detik.com/detiktv/d-4873292/bila-mbappe-ke-liverpool-klopp-pasti-pusing,sport
187,"Fajar/Rian Kalah, Indonesia Tanpa Wakil di Final Malaysia Masters",https://sport.detik.com/raket/d-4855454/fajarrian-kalah-indonesia-tanpa-wakil-di-final-malaysia-masters,sport
188,"Atlet Tak Bisa Mudik, PABSI Gelar Salat Id di Pelatnas Kwini",https://sport.detik.com/sport-lain/d-5018201/atlet-tak-bisa-mudik-pabsi-gelar-salat-id-di-pelatnas-kwini,sport
189,Mike Tyson Usia 16 Tahun Sudah Bikin Kewalahan Petinju Pro,https://sport.detik.com/sport-lain/d-5004245/mike-tyson-usia-16-tahun-sudah-bikin-kewalahan-petinju-pro,sport
190,"Pemain Utah Jazz Positif Virus Corona, NBA Disetop",https://sport.detik.com/basket/d-4935636/pemain-utah-jazz-positif-virus-corona-nba-disetop,sport
191,"Holyfield Makin Ngeri di Latihan, Tyson Siap?",https://sport.detik.com/sport-lain/d-5027588/holyfield-makin-ngeri-di-latihan-tyson-siap,sport
192,"UFC di Tengah Pandemi, Sebuah Pelarian yang Tampak Aneh",https://sport.detik.com/sport-lain/d-5005393/ufc-di-tengah-pandemi-sebuah-pelarian-yang-tampak-aneh,sport
193,Chelsea Siap Obral Kepa Arrizabalaga,https://sport.detik.com/detiktv/d-4886031/chelsea-siap-obral-kepa-arrizabalaga,sport
194,Resmi! Ini Jadwal Baru Balapan MotoGP 2020,https://sport.detik.com/moto-gp/d-4927437/resmi-ini-jadwal-baru-balapan-motogp-2020,sport
195,"Legenda New York Knicks, Patrick Ewing, Positif Corona",https://sport.detik.com/basket/d-5025721/legenda-new-york-knicks-patrick-ewing-positif-corona,sport
196,"Lama di Rumah Saja, Hendra Setiawan Tak Sabar Tanding Lagi",https://sport.detik.com/raket/d-5037206/lama-di-rumah-saja-hendra-setiawan-tak-sabar-tanding-lagi,sport
197,Man City Juarai Piala Liga Inggris 3 Kali Beruntun,https://sport.detik.com/detiktv/d-4921355/man-city-juarai-piala-liga-inggris-3-kali-beruntun,sport
198,Skenario Tercepat Liverpool Kunci Trofi Juara Liga Inggris,https://sport.detik.com/detiktv/d-5034464/skenario-tercepat-liverpool-kunci-trofi-juara-liga-inggris,sport
199,Melihat  2 Gol Chelsea yang Dianulir VAR,https://sport.detik.com/detiktv/d-4903583/melihat--2-gol-chelsea-yang-dianulir-var,sport
200,"Olimpiade Berpeluang Ditunda, Praveen Jordan: Demi Keselamatan Bersama",https://sport.detik.com/raket/d-4950446/olimpiade-berpeluang-ditunda-praveen-jordan-demi-keselamatan-bersama,sport
